STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT10,WT10_ATTRIBUTES
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/9/2020,8.05,",,W",,,,,,,0,"T,,W",0,",,W",,,90,",,W",78,",,W",10,",,W",340,",,W",19.9,",,W",25.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/10/2020,9.62,",,W",,,,,,,0,",,W",0,",,W",,,90,",,W",80,",,W",20,",,W",20,",,W",21.9,",,W",25.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/11/2020,9.17,",,W",,,,,,,0,",,W",0,",,W",,,91,",,W",79,",,W",30,",,W",30,",,W",21,",,W",27.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/13/2020,7.61,",,W",,,,,,,0.03,",,W",0,",,W",,,87,",,W",75,",,W",180,",,W",180,",,W",17,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/14/2020,6.26,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",77,",,W",210,",,W",130,",,W",12.1,",,W",15,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/15/2020,7.61,",,W",,,,,,,0,"T,,W",0,",,W",,,91,",,W",79,",,W",210,",,W",210,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/16/2020,7.16,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",78,",,W",190,",,W",180,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/17/2020,6.93,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",76,",,W",190,",,W",180,",,W",16.1,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/18/2020,10.96,",,W",,,,,,,0,",,W",0,",,W",,,90,",,W",79,",,W",40,",,W",40,",,W",23.9,",,W",30,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/19/2020,6.93,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",78,",,W",210,",,W",210,",,W",14.1,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/20/2020,6.26,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",77,",,W",190,",,W",170,",,W",15,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/21/2020,8.28,",,W",,,,,,,0.01,",,W",0,",,W",,,89,",,W",78,",,W",30,",,W",30,",,W",17,",,W",21,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/22/2020,7.83,",,W",,,,,,,0,",,W",0,",,W",,,90,",,W",76,",,W",160,",,W",160,",,W",14.1,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/23/2020,6.71,",,W",,,,,,,0,"T,,W",0,",,W",,,89,",,W",78,",,W",200,",,W",170,",,W",16.1,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/24/2020,8.95,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",79,",,W",120,",,W",130,",,W",19.9,",,W",23.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/25/2020,8.28,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",78,",,W",140,",,W",130,",,W",15,",,W",21,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/26/2020,6.71,",,W",,,,,,,0.32,",,W",0,",,W",,,90,",,W",76,",,W",210,",,W",190,",,W",15,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/27/2020,5.82,",,W",,,,,,,0,",,W",0,",,W",,,87,",,W",76,",,W",250,",,W",230,",,W",12.1,",,W",14.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/28/2020,6.04,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",76,",,W",240,",,W",240,",,W",13,",,W",15,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/29/2020,10.51,",,W",,,,,,,0,",,W",0,",,W",,,92,",,W",75,",,W",350,",,W",350,",,W",25.9,",,W",32,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,9/30/2020,8.95,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",78,",,W",320,",,W",10,",,W",16.1,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/1/2020,7.61,",,W",,,,,,,0,"T,,W",0,",,W",,,90,",,W",77,",,W",170,",,W",180,",,W",18.1,",,W",21.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/2/2020,10.51,",,W",,,,,,,0,"T,,W",0,",,W",,,90,",,W",80,",,W",40,",,W",30,",,W",17,",,W",21.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/3/2020,7.16,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",78,",,W",150,",,W",250,",,W",14.1,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/4/2020,7.16,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",77,",,W",210,",,W",210,",,W",14.1,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/5/2020,7.16,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",76,",,W",170,",,W",200,",,W",13,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/6/2020,7.16,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",78,",,W",160,",,W",150,",,W",13,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/7/2020,7.16,",,W",,,,,,,0,",,W",0,",,W",,,90,",,W",78,",,W",180,",,W",180,",,W",16.1,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/8/2020,6.26,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",78,",,W",140,",,W",150,",,W",14.1,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/9/2020,6.71,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",78,",,W",240,",,W",220,",,W",13,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/15/2020,5.59,",,W",,,,,,,0,",,W",0,",,W",,,87,",,W",75,",,W",280,",,W",270,",,W",10.1,",,W",14.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/16/2020,7.38,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",76,",,W",20,",,W",10,",,W",16.1,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/17/2020,8.05,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",78,",,W",170,",,W",170,",,W",18.1,",,W",21,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/18/2020,6.49,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",76,",,W",260,",,W",260,",,W",10.1,",,W",14.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/19/2020,7.61,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",76,",,W",250,",,W",310,",,W",12.1,",,W",15,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/20/2020,6.93,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",77,",,W",320,",,W",320,",,W",16.1,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/21/2020,6.93,",,W",,,,,,,0,",,W",0,",,W",,,87,",,W",76,",,W",240,",,W",220,",,W",12.1,",,W",13,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/22/2020,6.26,",,W",,,,,,,0,",,W",0,",,W",,,87,",,W",75,",,W",320,",,W",300,",,W",12.1,",,W",15,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/23/2020,7.16,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",75,",,W",340,",,W",320,",,W",13,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/25/2020,8.28,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",77,",,W",240,",,W",240,",,W",16.1,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/26/2020,7.38,",,W",,,,,,,0,",,W",0,",,W",,,87,",,W",80,",,W",360,",,W",360,",,W",16.1,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/27/2020,6.93,",,W",,,,,,,0.13,",,W",0,",,W",,,86,",,W",75,",,W",70,",,W",60,",,W",18.1,",,W",21,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/28/2020,6.26,",,W",,,,,,,0,",,W",0,",,W",,,87,",,W",75,",,W",150,",,W",250,",,W",12.1,",,W",14.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/29/2020,7.61,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",78,",,W",240,",,W",240,",,W",14.1,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/30/2020,8.05,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",77,",,W",250,",,W",240,",,W",15,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,10/31/2020,5.82,",,W",,,,,,,0,",,W",0,",,W",,,87,",,W",75,",,W",300,",,W",280,",,W",13,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/1/2020,6.26,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",74,",,W",290,",,W",280,",,W",13,",,W",15,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/2/2020,6.26,",,W",,,,,,,0,",,W",0,",,W",,,87,",,W",75,",,W",270,",,W",300,",,W",13,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/3/2020,5.82,",,W",,,,,,,0,",,W",0,",,W",,,89,",,W",77,",,W",160,",,W",170,",,W",14.1,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/4/2020,7.16,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",80,",,W",150,",,W",140,",,W",13,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/5/2020,7.61,",,W",,,,,,,0,",,W",0,",,W",,,87,",,W",78,",,W",270,",,W",120,",,W",15,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/6/2020,6.49,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",79,",,W",250,",,W",250,",,W",17,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/7/2020,6.26,",,W",,,,,,,0.01,",,W",0,",,W",,,87,",,W",76,",,W",150,",,W",240,",,W",10.1,",,W",13,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/8/2020,7.16,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",77,",,W",120,",,W",130,",,W",12.1,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/9/2020,6.71,",,W",,,,,,,0.66,",,W",0,",,W",,,86,",,W",75,",,W",170,",,W",170,",,W",14.1,",,W",16.1,",,W",1,",,W",,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/10/2020,8.05,",,W",,,,,,,0,",,W",0,",,W",,,87,",,W",74,",,W",140,",,W",140,",,W",15,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/11/2020,8.5,",,W",,,,,,,0,",,W",0,",,W",,,88,",,W",74,",,W",180,",,W",170,",,W",19.9,",,W",23,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/12/2020,7.16,",,W",,,,,,,0,"T,,W",0,",,W",,,87,",,W",73,",,W",190,",,W",180,",,W",16.1,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/13/2020,8.72,",,W",,,,,,,0.25,",,W",0,",,W",,,88,",,W",73,",,W",50,",,W",50,",,W",23,",,W",25.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/14/2020,6.04,",,W",,,,,,,0.02,",,W",0,",,W",,,83,",,W",74,",,W",200,",,W",120,",,W",13,",,W",14.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/15/2020,8.5,",,W",,,,,,,0,",,W",0,",,W",,,87,",,W",74,",,W",330,",,W",330,",,W",19.9,",,W",23,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/16/2020,7.61,",,W",,,,,,,0,",,W",0,",,W",,,86,",,W",73,",,W",170,",,W",40,",,W",17,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/17/2020,6.93,",,W",,,,,,,0,",,W",0,",,W",,,87,",,W",72,",,W",50,",,W",80,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/18/2020,6.93,",,W",,,,,,,0,"T,,W",0,",,W",,,85,",,W",75,",,W",70,",,W",70,",,W",25.1,",,W",30,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/19/2020,7.38,",,W",,,,,,,0.01,",,W",0,",,W",,,86,",,W",73,",,W",180,",,W",190,",,W",15,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/20/2020,5.82,",,W",,,,,,,0,",,W",0,",,W",,,86,",,W",74,",,W",250,",,W",250,",,W",14.1,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/21/2020,7.38,",,W",,,,,,,0,",,W",0,",,W",,,86,",,W",75,",,W",130,",,W",130,",,W",15,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/22/2020,7.83,",,W",,,,,,,0,"T,,W",0,",,W",,,85,",,W",75,",,W",100,",,W",110,",,W",14.1,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/23/2020,6.71,",,W",,,,,,,0,"T,,W",0,",,W",,,85,",,W",76,",,W",210,",,W",220,",,W",17,",,W",19.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/24/2020,5.82,",,W",,,,,,,0,",,W",0,",,W",,,84,",,W",75,",,W",140,",,W",140,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/25/2020,6.71,",,W",,,,,,,0,"T,,W",0,",,W",,,86,",,W",76,",,W",180,",,W",180,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/26/2020,6.71,",,W",,,,,,,0,"T,,W",0,",,W",,,85,",,W",73,",,W",50,",,W",50,",,W",21.9,",,W",25.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/27/2020,10.07,",,W",,,,,,,0,",,W",0,",,W",,,90,",,W",72,",,W",30,",,W",30,",,W",32,",,W",40,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/28/2020,6.49,",,W",,,,,,,0,",,W",0,",,W",,,85,",,W",70,",,W",150,",,W",150,",,W",18.1,",,W",21.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/29/2020,7.61,",,W",,,,,,,0,",,W",0,",,W",,,85,",,W",71,",,W",40,",,W",180,",,W",15,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,11/30/2020,6.93,",,W",,,,,,,0,",,W",0,",,W",,,85,",,W",73,",,W",130,",,W",130,",,W",16.1,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/1/2020,6.93,",,W",,,,,,,0,",,W",,,,,85,",,W",71,",,W",320,",,W",320,",,W",14.1,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/2/2020,6.04,",,W",,,,,,,0,",,W",,,,,84,",,W",71,",,W",130,",,W",360,",,W",10.1,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/3/2020,6.71,",,W",,,,,,,0,",,W",,,,,87,",,W",73,",,W",210,",,W",210,",,W",12.1,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/4/2020,8.05,",,W",,,,,,,0,",,W",,,,,87,",,W",76,",,W",190,",,W",190,",,W",18.1,",,W",21.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/5/2020,6.49,",,W",,,,,,,0,",,W",,,,,86,",,W",76,",,W",250,",,W",250,",,W",13,",,W",15,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/6/2020,7.38,",,W",,,,,,,0.02,",,W",,,,,85,",,W",75,",,W",100,",,W",110,",,W",14.1,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/7/2020,7.16,",,W",,,,,,,0.02,",,W",,,,,86,",,W",75,",,W",290,",,W",290,",,W",14.1,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/8/2020,9.17,",,W",,,,,,,0.25,",,W",,,,,85,",,W",74,",,W",140,",,W",150,",,W",19.9,",,W",23.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/9/2020,6.93,",,W",,,,,,,0,",,W",,,,,85,",,W",73,",,W",310,",,W",240,",,W",13,",,W",15,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/10/2020,9.84,",,W",,,,,,,0.09,",,W",,,,,85,",,W",74,",,W",190,",,W",180,",,W",16.1,",,W",21,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/11/2020,5.82,",,W",,,,,,,0,"T,,W",,,,,85,",,W",73,",,W",200,",,W",190,",,W",14.1,",,W",18.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/12/2020,6.49,",,W",,,,,,,0,",,W",,,,,85,",,W",71,",,W",210,",,W",190,",,W",13,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/13/2020,8.5,",,W",,,,,,,0,",,W",,,,,85,",,W",74,",,W",200,",,W",180,",,W",17,",,W",21,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/14/2020,6.93,",,W",,,,,,,0.03,",,W",,,,,85,",,W",75,",,W",100,",,W",100,",,W",18.1,",,W",21,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/15/2020,5.82,",,W",,,,,,,0,",,W",,,,,85,",,W",73,",,W",170,",,W",180,",,W",14.1,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/16/2020,5.82,",,W",,,,,,,0.06,",,W",,,,,84,",,W",73,",,W",280,",,W",130,",,W",12.1,",,W",14.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/17/2020,7.38,",,W",,,,,,,0,"T,,W",,,,,83,",,W",71,",,W",360,",,W",360,",,W",18.1,",,W",23,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/18/2020,9.84,",,W",,,,,,,0,"T,,W",,,,,84,",,W",70,",,W",70,",,W",350,",,W",21,",,W",27.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/19/2020,6.26,",,W",,,,,,,0,"T,,W",,,,,83,",,W",70,",,W",150,",,W",160,",,W",14.1,",,W",17,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/20/2020,6.93,",,W",,,,,,,0,"T,,W",,,,,82,",,W",72,",,W",70,",,W",70,",,W",17,",,W",21,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/21/2020,7.61,",,W",,,,,,,0,",,W",,,,,82,",,W",70,",,W",180,",,W",180,",,W",16.1,",,W",19,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/22/2020,5.82,",,W",,,,,,,0,",,W",,,,,82,",,W",68,",,W",240,",,W",250,",,W",10.1,",,W",13,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/23/2020,6.71,",,W",,,,,,,0,",,W",,,,,81,",,W",69,",,W",20,",,W",10,",,W",13,",,W",15,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/24/2020,6.93,",,W",,,,,,,0,",,W",,,,,81,",,W",69,",,W",10,",,W",10,",,W",17,",,W",21.9,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/25/2020,7.61,",,W",,,,,,,0,",,W",,,,,82,",,W",69,",,W",60,",,W",50,",,W",21.9,",,W",28,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/26/2020,8.95,",,W",,,,,,,0,",,W",,,,,84,",,W",70,",,W",50,",,W",50,",,W",35.1,",,W",45,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/27/2020,6.71,",,W",,,,,,,0,"T,,W",,,,,83,",,W",71,",,W",130,",,W",130,",,W",14.1,",,W",16.1,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/28/2020,7.38,",,W",,,,,,,0,",,W",,,,,83,",,W",70,",,W",180,",,W",170,",,W",16.1,",,W",21,",,W",,,,,,,,
USW00021510,"KAILUA KONA KE AHOLE AIRPORT, HI US",19.73782,-156.04795,11.3,12/29/2020,6.26,",,W",,,,,,,0,",,W",,,,,82,",,W",70,",,W",320,",,W",300,",,W",13,",,W",16.1,",,W",,,,,,,,
