STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/3/2018,8.72,W,,,0,W2400,0,W,0,W,41,HS,47,W,35,W,20,W,20,W,17,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/4/2018,10.74,W,,,0,W2400,0,W,0,W,39,HS,47,W,32,W,20,W,10,W,16.1,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/5/2018,12.53,W,,,0,W2400,0,W,0,W,37,HS,45,W,31,W,20,W,30,W,19.9,W,23.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/6/2018,9.62,W,,,0,W2400,0,W,0,W,40,HS,46,W,33,W,100,W,120,W,17,W,23,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/7/2018,8.05,W,,,0,W2400,0,W,0,W,39,HS,44,W,34,W,110,W,90,W,17,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/8/2018,9.4,W,,,0,TW2400,0,W,0,W,42,HS,48,W,40,W,110,W,120,W,19.9,W,25.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/9/2018,12.3,W,,,0.59,W2400,0,W,0,W,45,HS,48,W,42,W,120,W,120,W,21,W,25.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/10/2018,9.62,W,,,0.09,W2400,0,W,0,W,44,HS,49,W,42,W,170,W,170,W,16.1,W,21,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/11/2018,11.86,W,,,0.73,W2400,0,W,0,W,45,HS,50,W,43,W,190,W,190,W,25.1,W,30,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/12/2018,11.18,W,,,0.07,W2400,0,W,0,W,45,HS,49,W,39,W,180,W,180,W,21.9,W,30,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/13/2018,8.95,W,,,0.29,W2400,0,W,0,W,47,HS,52,W,45,W,190,W,190,W,19.9,W,25.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/14/2018,12.97,W,,,0.01,W2400,0,W,0,W,49,HS,57,W,43,W,180,W,180,W,40.9,W,53.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/15/2018,10.07,W,,,0.06,W2400,0,W,0,W,46,HS,52,W,41,W,100,W,90,W,18.1,W,27.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/16/2018,10.74,W,,,0.33,W2400,0,W,0,W,49,HS,56,W,45,W,210,W,200,W,23.9,W,32,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/17/2018,11.18,W,,,0.45,W2400,0,W,0,W,50,HS,54,W,46,W,160,W,160,W,23,W,29.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/18/2018,14.76,W,,,0.7,W2400,0,W,0,W,49,HS,54,W,45,W,220,W,210,W,32,W,40.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/19/2018,9.4,W,,,0.11,W2400,0,W,0,W,47,HS,51,W,45,W,200,W,210,W,21,W,29.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/20/2018,16.55,W,,,0.27,W2400,0,W,0,W,51,HS,59,W,40,W,210,W,220,W,38,W,52.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/21/2018,7.38,W,,,0,TW2400,0,W,0,W,41,HS,44,W,35,W,230,W,220,W,17,W,21,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/22/2018,7.38,W,,,0.3,W2400,0,W,0,W,41,HS,48,W,37,W,120,W,120,W,16.1,W,21,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/23/2018,9.17,W,,,0.72,W2400,0,W,0,W,44,HS,47,W,42,W,180,W,180,W,18.1,W,23,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/24/2018,8.28,W,,,0,W2400,0,W,0,W,45,HS,51,W,40,W,20,W,20,W,21.9,W,25.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/25/2018,4.03,W,,,0.02,W2400,0,W,0,W,41,HS,45,W,36,W,120,W,130,W,12.1,W,13,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/26/2018,7.83,W,,,0.14,W2400,0,W,0,W,41,HS,43,W,39,W,210,W,200,W,15,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/27/2018,3.13,W,,,0.01,W2400,0,W,0,W,41,HS,47,W,39,W,40,W,30,W,13,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/28/2018,10.29,W,,,0.43,W2400,0,W,0,W,41,HS,49,W,39,W,200,W,200,W,25.1,W,33.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/29/2018,15.21,W,,,0.63,W2400,0,W,0,W,49,HS,51,W,43,W,190,W,190,W,29.1,W,38,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/30/2018,6.71,W,,,0,TW2400,0,W,0,W,45,HS,49,W,38,W,20,W,30,W,13,W,15,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,12/31/2018,4.92,W,,,0,W2400,0,W,0,W,39,HS,43,W,34,W,30,W,30,W,14.1,W,16.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/1/2019,2.01,W,,,0,W2400,0,W,0,W,38,HS,44,W,33,W,120,W,110,W,8.1,W,11,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/2/2019,6.93,W,,,0.04,W2400,0,W,0,W,37,HS,47,W,32,W,220,W,210,W,14.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/3/2019,11.18,W,,,0.78,W2400,0,W,0,W,47,HS,56,W,43,W,190,W,190,W,30,W,36.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/4/2019,11.41,W,,,0.08,W2400,0,W,0,W,51,HS,51,W,46,W,200,W,200,W,25.1,W,35.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/5/2019,4.03,W,,,0.04,W2400,0,W,0,W,46,HS,51,W,41,W,80,W,90,W,14.1,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/6/2019,12.75,W,,,0.4,W2400,0,W,0,W,45,HS,50,W,36,W,210,W,190,W,44.1,W,59.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/7/2019,10.07,W,,,0,W2400,0,W,0,W,40,HS,45,W,37,W,190,W,190,W,18.1,W,23.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/8/2019,10.51,W,,,0.15,W2400,0,W,0,W,41,HS,49,W,36,W,110,W,130,W,21.9,W,30,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/9/2019,10.51,W,,,0.2,W2400,0,W,0,W,47,HS,53,W,45,W,170,W,160,W,18.1,W,25.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/10/2019,7.83,W,,,0.26,W2400,0,W,0,W,50,HS,54,W,46,W,170,W,170,W,16.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/11/2019,7.61,W,,,0,W2400,0,W,0,W,51,HS,61,W,44,W,110,W,110,W,18.1,W,25.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/12/2019,5.37,W,,,0,W2400,0,W,0,W,51,HS,59,W,38,W,100,W,90,W,16.1,W,21,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/13/2019,6.93,W,,,0,W2400,0,W,0,W,47,HS,56,W,37,W,20,W,20,W,14.1,W,15,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/14/2019,6.49,W,,,0,W2400,0,W,0,W,43,HS,51,W,35,W,20,W,10,W,16.1,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/15/2019,3.36,W,,,0,W2400,0,W,0,W,39,HS,47,W,31,W,90,W,90,W,15,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/16/2019,9.17,W,,,0,W2400,0,W,0,W,44,HS,55,W,37,W,110,W,110,W,23.9,W,32,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/17/2019,12.97,W,,,0.05,W2400,0,W,0,W,51,HS,57,W,47,W,200,W,200,W,25.1,W,34,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/18/2019,10.29,W,,,0.41,W2400,0,W,0,W,50,HS,53,W,45,W,190,W,210,W,23.9,W,29.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/19/2019,11.41,W,,,0.1,W2400,0,W,0,W,48,HS,51,W,42,W,200,W,220,W,21,W,28,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/20/2019,7.38,W,,,0,W2400,0,W,0,W,44,HS,47,W,38,W,350,W,350,W,16.1,W,21,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/21/2019,4.25,W,,,0,W2400,0,W,0,W,41,HS,47,W,36,W,120,W,110,W,13,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/22/2019,10.96,W,,,0.85,W2400,0,W,0,W,43,HS,49,W,40,W,190,W,190,W,28,W,36,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/23/2019,8.05,W,,,0.37,W2400,0,W,0,W,48,HS,51,W,46,W,210,W,180,W,25.1,W,35.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/24/2019,3.36,W,,,0.09,W2400,0,W,0,W,46,HS,47,W,41,W,20,W,30,W,8.9,W,12.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/25/2019,4.92,W,,,0,W2400,0,W,0,W,44,HS,50,W,39,W,20,W,340,W,10.1,W,13,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/26/2019,7.16,W,,,0,W2400,0,W,0,W,42,HS,51,W,35,W,20,W,360,W,13,W,16.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/27/2019,7.16,W,,,0,W2400,0,W,0,W,41,HS,43,W,36,W,30,W,30,W,16.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/28/2019,10.74,W,,,0,W2400,0,W,0,W,43,HS,51,W,37,W,20,W,20,W,18.1,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/29/2019,6.93,W,,,0,W2400,0,W,0,W,43,HS,54,W,36,W,20,W,10,W,13,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/30/2019,2.46,W,,,0,W2400,0,W,0,W,42,HS,51,W,33,W,360,W,40,W,6.9,W,8.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,1/31/2019,5.37,W,,,0.01,W2400,0,W,0,W,44,HS,54,W,37,W,140,W,150,W,13,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/1/2019,7.61,W,,,0.68,W2400,0,W,0,W,48,HS,50,W,44,W,210,W,200,W,15,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/2/2019,6.93,W,,,0.03,W2400,0,W,0,W,47,HS,48,W,41,W,190,W,190,W,15,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/3/2019,11.18,W,,,0.09,W2400,1,W,0,W,41,HS,42,W,31,W,190,W,190,W,23.9,W,32,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/4/2019,16.55,W,,,0.13,W2400,1.7,W,1.2,W,29,HS,32,W,25,W,360,W,10,W,30,W,38.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/5/2019,3.8,W,,,0,W2400,0,W,3.1,W,27,HS,34,W,20,W,20,W,20,W,10.1,W,12.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/6/2019,4.7,W,,,0,W2400,0,W,1.2,W,28,HS,37,W,20,W,110,W,140,W,12.1,W,15,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/7/2019,5.37,W,,,0,W2400,0,W,0,W,31,HS,39,W,25,W,110,W,360,W,10.1,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/8/2019,7.38,W,,,0.46,W2400,6.4,W,5.9,W,33,HS,37,W,29,W,110,W,90,W,16.1,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/9/2019,13.87,W,,,0.16,W2400,1.5,W,5.9,W,31,HS,33,W,25,W,360,W,350,W,25.1,W,33.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/10/2019,12.08,W,,,0.16,W2400,3.5,W,7.1,W,27,HS,36,W,21,W,190,W,190,W,25.1,W,35.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/11/2019,7.16,W,,,1.22,W2400,6.1,W,5.9,W,33,HS,38,W,29,W,110,W,170,W,16.1,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/12/2019,9.17,W,,,0.86,W2400,0,TW,7.1,W,35,HS,40,W,34,W,190,W,180,W,16.1,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/13/2019,7.61,W,,,0.02,W2400,0,W,2,W,37,HS,39,W,31,W,10,W,10,W,13,W,16.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/14/2019,9.17,W,,,0.12,W2400,0,W,0,W,37,HS,44,W,29,W,190,W,60,W,18.1,W,23.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/15/2019,6.93,W,,,0,TW2400,0,W,0,W,41,HS,47,W,38,W,210,W,220,W,21,W,25.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/16/2019,4.25,W,,,0.15,W2400,0,W,0,W,40,HS,44,W,36,W,220,W,220,W,12.1,W,16.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/17/2019,3.58,W,,,0,TW2400,0,W,0,W,38,HS,43,W,32,W,360,W,90,W,8.1,W,11,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/18/2019,5.37,W,,,0.05,W2400,0,W,0,W,38,HS,45,W,35,W,190,W,30,W,10.1,W,13,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/19/2019,7.38,W,,,0.13,W2400,0,W,0,W,40,HS,43,W,38,W,230,W,190,W,17,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/20/2019,7.38,W,,,0.19,W2400,0,W,0,W,40,HS,43,W,37,W,10,W,10,W,16.1,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/21/2019,6.04,W,,,0,W2400,0,W,0,W,39,HS,47,W,32,W,350,W,350,W,14.1,W,23,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/22/2019,10.96,W,,,0.11,W2400,0,W,0,W,39,HS,42,W,34,W,210,W,200,W,25.1,W,35.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/23/2019,7.61,W,,,0.05,W2400,0,W,0,W,40,HS,45,W,36,W,200,W,200,W,17,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/24/2019,8.72,W,,,0.01,W2400,0,W,0,W,40,HS,42,W,37,W,10,W,30,W,15,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/25/2019,11.18,W,,,0,W2400,0,W,0,W,38,HS,44,W,32,W,350,W,340,W,21,W,25.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/26/2019,12.75,W,,,0,W2400,0,W,0,W,37,HS,43,W,30,W,80,W,90,W,25.9,W,36,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/27/2019,8.05,W,,,0,TW2400,0,TW,0,W,37,HS,43,W,33,W,40,W,340,W,15,W,25.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,2/28/2019,5.14,W,,,0,W2400,0,W,0,W,38,HS,49,W,30,W,230,W,220,W,13,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/1/2019,6.26,W,,,0,W2400,0,W,0,W,42,HS,51,W,34,W,20,W,30,W,14.1,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/2/2019,11.18,W,,,0,W2400,0,W,0,W,42,HS,51,W,34,W,80,W,90,W,19.9,W,25.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/3/2019,12.97,W,,,0,W2400,0,W,0,W,40,HS,47,W,33,W,70,W,70,W,21,W,27.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/4/2019,10.74,W,,,0,W2400,0,W,0,W,37,HS,46,W,31,W,70,W,260,W,17,W,28,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/5/2019,9.4,W,,,0,W2400,0,W,0,W,38,HS,49,W,28,W,340,W,340,W,17,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/6/2019,9.4,W,,,0.12,W2400,0,TW,0,W,38,HS,40,W,34,W,10,W,10,W,17,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/7/2019,10.51,W,,,0.21,W2400,0.8,W,0,W,37,HS,45,W,33,W,190,W,200,W,21.9,W,28,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/8/2019,3.36,W,,,0.06,W2400,0,TW,0,W,37,HS,41,W,34,W,200,W,210,W,8.9,W,11,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/9/2019,6.26,W,,,0,W2400,0,W,0,W,36,HS,48,W,30,W,20,W,10,W,14.1,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/10/2019,4.25,W,,,0,W2400,0,W,0,W,40,HS,52,W,31,W,300,W,300,W,10.1,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/11/2019,8.5,W,,,0.28,W2400,0,W,0,W,42,HS,51,W,34,W,250,W,230,W,21,W,28,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/12/2019,5.82,W,,,0.49,W2400,0,W,0,W,42,HS,48,W,37,W,40,W,20,W,14.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/13/2019,4.7,W,,,0,W2400,0,W,0,W,42,HS,52,W,37,W,230,W,190,W,12.1,W,15,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/14/2019,5.14,W,,,0,W2400,0,W,0,W,45,HS,54,W,39,W,220,W,210,W,13,W,16.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/15/2019,5.59,W,,,0,W2400,0,W,0,W,49,HS,60,W,40,W,20,W,330,W,12.1,W,13,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/16/2019,5.59,W,,,0,W2400,0,W,0,W,50,HS,61,W,42,W,40,W,30,W,13,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/17/2019,8.95,W,,,0,W2400,0,W,0,W,51,HS,64,W,40,W,20,W,20,W,17,W,21,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/18/2019,16.11,W,,,0,W2400,0,W,0,W,57,HS,76,W,44,W,80,W,60,W,28,W,34,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/19/2019,15.43,W,,,0,W2400,0,W,0,W,67,HS,79,W,59,W,90,W,90,W,25.9,W,36,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/20/2019,11.63,W,,,0,W2400,0,W,0,W,68,HS,79,W,54,W,80,W,70,W,30,W,35.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/21/2019,8.5,W,,,0,W2400,0,W,0,W,58,HS,60,W,46,W,190,W,190,W,16.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/22/2019,8.28,W,,,0.01,W2400,0,W,0,W,53,HS,65,W,47,W,230,W,230,W,21.9,W,28,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/23/2019,4.92,W,,,0,W2400,0,W,0,W,51,HS,59,W,45,W,240,W,210,W,10.1,W,16.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/24/2019,4.92,W,,,0,W2400,0,W,0,W,50,HS,57,W,45,W,100,W,220,W,12.1,W,16.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/25/2019,9.17,W,,,0.16,W2400,0,W,0,W,51,HS,60,W,41,W,200,W,200,W,18.1,W,25.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/26/2019,8.05,W,,,0.04,W2400,0,W,0,W,48,HS,58,W,42,W,10,W,10,W,16.1,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/27/2019,14.32,W,,,0,W2400,0,W,0,W,49,HS,60,W,42,W,10,W,20,W,23.9,W,28,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/28/2019,4.92,W,,,0,W2400,0,W,0,W,52,HS,64,W,44,W,320,W,320,W,12.1,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/29/2019,4.7,W,,,0,W2400,0,W,0,W,53,HS,62,W,44,W,350,W,270,W,10.1,W,14.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/30/2019,6.71,W,,,0,W2400,0,W,0,W,53,HS,66,W,43,W,310,W,330,W,12.1,W,18.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,3/31/2019,6.71,W,,,0,W2400,0,W,0,W,55,HS,68,W,43,W,350,W,350,W,14.1,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,4/1/2019,9.17,W,,,0,W2400,0,W,0,W,56,HS,70,W,45,W,10,W,20,W,16.1,W,19,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,4/2/2019,10.07,W,,,0,W2400,0,W,0,W,60,HS,68,W,52,W,20,W,20,W,17,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,4/3/2019,11.86,W,,,0.03,W2400,0,W,0,W,56,HS,59,W,47,W,220,W,230,W,23.9,W,30,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,4/4/2019,5.59,W,,,0.06,W2400,0,W,0,W,52,HS,63,W,45,W,190,W,140,W,12.1,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,4/5/2019,11.41,W,,,0.32,W2400,0,W,0,W,54,HS,57,W,47,W,210,W,200,W,25.1,W,33.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,4/6/2019,10.51,W,,,0.26,W2400,0,W,0,W,50,HS,57,W,45,W,210,W,210,W,30,W,42.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,4/7/2019,5.82,W,,,0.28,W2400,0,W,0,W,49,HS,55,W,44,W,200,W,200,W,15,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,4/8/2019,4.7,W,,,0.05,W2400,0,W,0,W,52,HS,61,W,47,W,270,W,270,W,14.1,W,17,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,4/9/2019,10.07,W,,,0.33,W2400,0,W,0,W,51,HS,58,W,46,W,210,W,200,W,18.1,W,23.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,4/10/2019,10.74,W,,,0.28,W2400,0,W,0,W,49,HS,53,W,46,W,200,W,210,W,21,W,27.1,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,4/11/2019,9.17,W,,,0.4,W2400,0,W,0,W,49,HS,53,W,46,W,210,W,210,W,16.1,W,21.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,4/12/2019,5.59,W,,,0.65,W2400,0,W,0,W,51,HS,60,W,47,W,230,W,230,W,16.1,W,19.9,W
USW00024233,SEATTLE TACOMA AIRPORT WA US,47.44467,-122.31442,112.5,4/13/2019,14.54,W,,,0.09,W2400,0,W,0,W,49,HS,51,W,45,W,220,W,230,W,25.1,W,33.1,W
